2.655274093612518534e+07;-1.262846480061308295e+07;-3.031329094949545860e+08
2.831659566548335925e+07;-8.460972168061757460e+06;-3.044484355526930094e+08
2.989185800575240701e+07;-4.392046194045296870e+06;-3.065303991401305199e+08
3.127898985283337533e+07;-4.111708778766033938e+05;-3.094007132285888791e+08
3.247636859222150967e+07;3.491182663837004453e+06;-3.130897464893798828e+08
3.348019412255984545e+07;7.323607966278525069e+06;-3.176368631328508854e+08
3.428439492932394892e+07;1.109376871669585258e+07;-3.230914990993101597e+08
3.488047251486873627e+07;1.480831196612833068e+07;-3.295139434003270864e+08
3.525748593625572324e+07;1.847261320995045826e+07;-3.369770144053395391e+08
3.540236914362931252e+07;2.208999897214981914e+07;-3.455675496600121260e+08
3.530205302747026086e+07;2.565904102972801775e+07;-3.553884932703692317e+08
3.495691481469604373e+07;2.915935014919349551e+07;-3.665614725586749315e+08
3.456842549317409098e+07;3.236290074529187009e+07;-3.792296679931783080e+08
3.281145686988510936e+07;3.656044877558247745e+07;-3.935615404793112874e+08
3.149966613558562472e+07;3.989448979174759984e+07;-4.097551874636169076e+08
2.965269864436227828e+07;4.328984574307578802e+07;-4.280430053187265396e+08
2.728161319928400964e+07;4.666555590353994817e+07;-4.486979246016303897e+08
2.327715048107590526e+07;4.785136004128514230e+07;-4.517680074651824832e+08
1.879784512867566571e+07;4.841524650966823101e+07;-4.530256478527181149e+08
1.398554504030304402e+07;4.858346318687456846e+07;-4.547011219209183455e+08
8.845307959921324626e+06;4.835033995010417700e+07;-4.567900751807614565e+08
3.381950425355776213e+06;4.771000181917616725e+07;-4.592861511390950084e+08
-2.379068338856463321e+06;4.625954265632192045e+07;-4.582509753038858175e+08
-7.984921730537362397e+06;4.247833769161675870e+07;-4.376041057962185740e+08
-1.331071975651632808e+07;3.868475008230163902e+07;-4.192865930213376284e+08
-1.837710383989922702e+07;3.485592816355894506e+07;-4.027293184861040115e+08
-2.318717171075263992e+07;3.097933591856842488e+07;-3.874629482221140862e+08
-2.778738361201469228e+07;2.710910189940441400e+07;-3.738763632402999997e+08
-3.220184012571265548e+07;2.324298974694281816e+07;-3.617910374291958213e+08
-3.645183582506011426e+07;1.937793307660614327e+07;-3.510552080899596810e+08
-4.055629133493804187e+07;1.551019955094855465e+07;-3.415395944248386621e+08
-4.449514597676820308e+07;1.162585132179522328e+07;-3.328573623424813747e+08
-4.821813770130281150e+07;7.720884893383254297e+06;-3.245569630130691528e+08
-5.130588542347496003e+07;3.783123710624150466e+06;-3.140784068006933928e+08
-5.423396769945762306e+07;-7.741025442816878785e+04;-3.047203876708792448e+08
-5.701846504116562754e+07;-3.869679067980207503e+06;-2.963781376070650816e+08
-5.967357709669784456e+07;-7.602200254856696352e+06;-2.889617365414952636e+08
-6.221192015956099331e+07;-1.128310563355114870e+07;-2.823941191121340394e+08
-6.464469949525630474e+07;-1.492018923684578575e+07;-2.766090538704742789e+08
-6.698192995272871107e+07;-1.852096121901405975e+07;-2.715498652967433929e+08
-6.923259584951394796e+07;-2.209269873294825107e+07;-2.671682319165955484e+08
-7.140480583559836447e+07;-2.564250316294127330e+07;-2.634232754246788621e+08
-7.350585498434738815e+07;-2.917733067260046676e+07;-2.602805440694647133e+08
-7.554240560165120661e+07;-3.270406816406514123e+07;-2.577116586250526011e+08
-7.752047414306184649e+07;-3.622954262939899415e+07;-2.556934236113393307e+08
-7.944561185385502875e+07;-3.976061212407729030e+07;-2.542077783605395555e+08
-8.132289574694341421e+07;-4.330418242659648508e+07;-2.532412087179615200e+08
-8.315700279188038409e+07;-4.686725992145463079e+07;-2.527845727809100747e+08
-8.495228383506053686e+07;-5.045701304490429908e+07;-2.528330073190718293e+08
-8.671279410975952446e+07;-5.408081103501488268e+07;-2.533857818202514946e+08
-8.844237236421234906e+07;-5.774629359215418249e+07;-2.544463803768148422e+08
-9.014460487318742275e+07;-6.146136186963275075e+07;-2.560223114776072204e+08
-9.182303125253012776e+07;-6.523431514369991422e+07;-2.581256651802691817e+08
-9.348107187426088750e+07;-6.907377624434405565e+07;-2.607728912852693498e+08
-9.512227003357128799e+07;-7.298876790580664575e+07;-2.639854505933700204e+08
-9.675038822588713467e+07;-7.698854841058567166e+07;-2.677899059517358840e+08
-9.836990650755563378e+07;-8.108241967961315811e+07;-2.722187046819630861e+08
-9.998685641933360696e+07;-8.527898215321047604e+07;-2.773107146321750879e+08
-1.016109284105205834e+08;-8.958407659474729002e+07;-2.831118337886072397e+08
-1.032620394935052395e+08;-9.399463140658131242e+07;-2.896762868931646347e+08
-1.049944349384060949e+08;-9.847455110795614123e+07;-2.970674574664889574e+08
-1.070171596404882371e+08;-1.028346360520209223e+08;-3.053595315464257002e+08
-1.063131455113450289e+08;-1.101137181232150346e+08;-3.146391356945036054e+08
-1.085370781201881468e+08;-1.146812586920732558e+08;-3.250076583921179771e+08
-1.103102318124737740e+08;-1.199426984468116313e+08;-3.365835510889607668e+08
-1.119584299032934904e+08;-1.256022011760775149e+08;-3.495058947945486903e+08
-1.135594439170289338e+08;-1.316157825106201321e+08;-3.639383430321986675e+08
-1.151372323709518164e+08;-1.379976847333441675e+08;-3.800740163012834191e+08
-1.167005051993343234e+08;-1.447828373429804146e+08;-3.981420553781005740e+08
-1.182519882431812733e+08;-1.520186731357389688e+08;-4.184156598624412417e+08
-1.197910328198301941e+08;-1.597635936330549419e+08;-4.412219266102700830e+08
-1.189838685598047376e+08;-1.648587575683553517e+08;-4.579844539267857075e+08
-1.100459342096625119e+08;-1.586633765803895891e+08;-4.445096228732967973e+08
-1.014492865321442634e+08;-1.524972485841736197e+08;-4.319734459069359303e+08
-9.323864076075632870e+07;-1.464530376177375019e+08;-4.205633336577651501e+08
-8.525220928513331711e+07;-1.402990115192085505e+08;-4.095438062023890018e+08
-7.760898171003803611e+07;-1.342398973017321527e+08;-3.994362946311030984e+08
-7.021780496898961067e+07;-1.281386419991860688e+08;-3.897735015041818023e+08
-6.310930606812937558e+07;-1.220589108471572250e+08;-3.806795566719892621e+08
-5.629740666276439279e+07;-1.160431871026705950e+08;-3.722308485368552804e+08
-4.979453115514923632e+07;-1.101400023954350650e+08;-3.645417400705595016e+08
-4.353565320303653181e+07;-1.042258782153746188e+08;-3.571628903504379392e+08
-3.759946332563038915e+07;-9.850574916903196275e+07;-3.507554096652510762e+08
-3.195772969013924152e+07;-9.295859906514900923e+07;-3.452601325097393394e+08
-2.653164648362867162e+07;-8.738795298062083125e+07;-3.399383617264508009e+08
-2.136305506154939532e+07;-8.193409216812886298e+07;-3.352888236747578979e+08
-1.644705422495699674e+07;-7.662883243890571594e+07;-3.314579215442458987e+08
-1.176400449717132375e+07;-7.145491519783401489e+07;-3.284124854680116773e+08
-7.280606986682070419e+06;-6.625060163961460441e+07;-3.254109818233966231e+08
-3.016001385847085621e+06;-6.115932185077407211e+07;-3.231089800712863207e+08
1.042636591841411660e+06;-5.617929092714704573e+07;-3.215506943831050396e+08
4.899907265288802795e+06;-5.120751800537224114e+07;-3.201705951451765895e+08
8.446954241981085390e+06;-4.570874543980597705e+07;-3.151950402807098627e+08
1.172177138905179314e+07;-4.044640787127961963e+07;-3.110983127920148373e+08
1.474405422468903847e+07;-3.539579120577300340e+07;-3.078358869518945217e+08
1.753033520263136923e+07;-3.053498361131859198e+07;-3.053732310312590003e+08
2.009432863256968185e+07;-2.584445610964376107e+07;-3.036848023651459813e+08
2.244720435533056408e+07;-2.130673410562580824e+07;-3.027534468851008415e+08
2.459779480352709070e+07;-1.690612096218335256e+07;-3.025699817819160819e+08
2.655274093612518534e+07;-1.262846480061308295e+07;-3.031329094949545860e+08
5.824740125944630057e+07;9.556539828451093286e+06;-1.863052316839605272e+08
6.067702723071156442e+07;1.490228129566735961e+07;-1.872662677147302926e+08
6.298252102955996245e+07;2.021837487601168826e+07;-1.888334715516704023e+08
6.517150609173384309e+07;2.553047441042253748e+07;-1.910316936481932700e+08
6.725003611770229042e+07;3.086461315151786059e+07;-1.938955413880976140e+08
6.922266035686972737e+07;3.624768990240536630e+07;-1.974705014294487238e+08
7.109257896339042485e+07;4.170799038295725733e+07;-2.018147428763281107e+08
7.286171617581774294e+07;4.727556332036347687e+07;-2.070009965058066845e+08
7.453128671301923692e+07;5.298241406386967003e+07;-2.131196182057914436e+08
7.610335015520778298e+07;5.886156156507293880e+07;-2.202821538347972035e+08
7.758712644570186734e+07;6.494148954542781413e+07;-2.286261803892493248e+08
7.903355202781216800e+07;7.121246627766847610e+07;-2.383216821048530042e+08
8.090906981051580608e+07;7.725365891835357249e+07;-2.495793111508412361e+08
8.026638675993654132e+07;8.606354123932103813e+07;-2.626616288752892613e+08
8.136273009022785723e+07;9.344279515908905864e+07;-2.778979137697877884e+08
8.202409365390349925e+07;1.016309489453101158e+08;-2.957036581286046505e+08
8.235042243832209706e+07;1.106021627654327899e+08;-3.166075073587252498e+08
8.229366457880051434e+07;1.204865643371303529e+08;-3.412862246042243242e+08
7.542252447550138831e+07;1.212927029904311746e+08;-3.419148686241455078e+08
6.482053271696646512e+07;1.156880899765644073e+08;-3.263946742294168472e+08
5.483582689472443610e+07;1.101753258109064400e+08;-3.128852996394382715e+08
4.538734721440017968e+07;1.047598819455524087e+08;-3.011973403637544513e+08
3.632294871691152453e+07;9.923629841734839976e+07;-2.905726183639676571e+08
2.765809574324949086e+07;9.375302160058443248e+07;-2.812990644455193877e+08
1.928017984282169864e+07;8.804271240347225964e+07;-2.724486191696440578e+08
1.118611492790329643e+07;8.197804337601956725e+07;-2.634468761928610206e+08
3.438508514942204580e+06;7.556697452514755726e+07;-2.540826185202706158e+08
-3.900372758436990436e+06;6.921336192012567818e+07;-2.454977450062059462e+08
-1.085520684799617529e+07;6.293978497470042855e+07;-2.376790211202491820e+08
-1.738627032189056650e+07;5.653769325601057708e+07;-2.297051457903391123e+08
-2.356607976245465875e+07;5.033053963817107677e+07;-2.227169298757697642e+08
-2.944652463762518018e+07;4.429911063780288398e+07;-2.166611192271556258e+08
-3.507035376605926454e+07;3.841258493685972691e+07;-2.114463497550266683e+08
-4.035617815194125473e+07;3.254707885447192192e+07;-2.063892318896073103e+08
-4.542364763016019017e+07;2.680492601897859573e+07;-2.020496260429692864e+08
-5.030839346719336510e+07;2.116414876268364117e+07;-1.983913764523989856e+08
-5.503827880439221114e+07;1.560011079508974776e+07;-1.953637410582285523e+08
-5.948993265149856359e+07;1.006460054370074905e+07;-1.924455053867558837e+08
-6.379964342683450133e+07;4.587095665165405720e+06;-1.900560873126191497e+08
-6.702914499561826885e+07;-8.385740115267975489e+05;-1.855175409413161278e+08
-7.007247512818050385e+07;-6.092405649031161331e+06;-1.815855698395340443e+08
-7.297700446181620657e+07;-1.120287669324411638e+07;-1.782757828499126136e+08
-7.576181376103509963e+07;-1.619709015715756081e+07;-1.755392173009901047e+08
-7.844370305007998645e+07;-2.109964862930998579e+07;-1.733364769726132154e+08
-8.103754193803529441e+07;-2.593320845930968598e+07;-1.716362209596840739e+08
-8.355678292367346585e+07;-3.071900751409065351e+07;-1.704145113736235499e+08
-8.601355999731265008e+07;-3.547722588871746510e+07;-1.696536366899869442e+08
-8.841915494885121286e+07;-4.022743407671809196e+07;-1.693420260363729596e+08
-9.078407649171122909e+07;-4.498888973809968680e+07;-1.694736018436014056e+08
-9.311832167925010622e+07;-4.978089150168734789e+07;-1.700477222681552470e+08
-9.543159182732902467e+07;-5.462312262677800655e+07;-1.710691969021546841e+08
-9.773337200654490292e+07;-5.953592399052894861e+07;-1.725482210839851499e+08
-1.000333057087760121e+08;-6.454074097348769009e+07;-1.745009819334772825e+08
-1.023412335665603727e+08;-6.966038065525768697e+07;-1.769497920632184148e+08
-1.046676339282118678e+08;-7.491949305928018689e+07;-1.799240423645763099e+08
-1.070238509364655465e+08;-8.034483616417030990e+07;-1.834608273514491022e+08
-1.094228598370513618e+08;-8.596566231411105394e+07;-1.876064056450013220e+08
-1.118803598507034332e+08;-9.181362677507960796e+07;-1.924176722417903244e+08
-1.144172481727294773e+08;-9.792148096126739681e+07;-1.979640382478952706e+08
-1.170670207080467194e+08;-1.043176655869507641e+08;-2.043303819369936585e+08
-1.199029683774357140e+08;-1.110009546126889437e+08;-2.116202405754040480e+08
-1.231917254467512220e+08;-1.177897915617429912e+08;-2.199604876618674099e+08
-1.235332935080213845e+08;-1.281859331202226579e+08;-2.295074496444647014e+08
-1.274621779517727494e+08;-1.357780477384868264e+08;-2.404549812068762481e+08
-1.309789908203647435e+08;-1.447166258364522159e+08;-2.530455796862917840e+08
-1.345891038885803521e+08;-1.546844580189943016e+08;-2.675859070131570101e+08
-1.384373556312015951e+08;-1.657744645374896824e+08;-2.844684295793415308e+08
-1.426172257589464188e+08;-1.781988469504276216e+08;-3.042028521032578349e+08
-1.350947594521393776e+08;-1.764197373599845171e+08;-3.004808522870652676e+08
-1.265274201438539773e+08;-1.730224060714834034e+08;-2.948949506913257837e+08
-1.159195038565423191e+08;-1.663740262792869806e+08;-2.846060765243915319e+08
-1.059445133318032473e+08;-1.600417378540692031e+08;-2.756143456740553975e+08
-9.652204332268434763e+07;-1.539874153460938334e+08;-2.677958804032730162e+08
-8.741683642773297429e+07;-1.478994006592236459e+08;-2.605592776797048450e+08
-7.875649955096389353e+07;-1.420365147524717748e+08;-2.543153244158903360e+08
-7.048260103911875188e+07;-1.363688034819961786e+08;-2.489888940299570560e+08
-6.254093475200432539e+07;-1.308652968319829702e+08;-2.445129440297635198e+08
-5.482749666538545489e+07;-1.253708606852258593e+08;-2.405907085381746590e+08
-4.726718871634257585e+07;-1.197394001253832430e+08;-2.369211009087596834e+08
-3.986850818101055175e+07;-1.139881520805531591e+08;-2.335041693204377294e+08
-3.250250248909490183e+07;-1.076823121192736924e+08;-2.293804457213120759e+08
-2.528530156124543399e+07;-1.009991962324140817e+08;-2.247843338561515808e+08
-1.834740955466939881e+07;-9.432143746429546177e+07;-2.204626234149913788e+08
-1.167331958755858801e+07;-8.753920543584810197e+07;-2.161048237849044800e+08
-5.307454307444131002e+06;-8.095789525813210011e+07;-2.124173320336163938e+08
7.851656811213960173e+05;-7.446357028992246091e+07;-2.091275909170892835e+08
6.611545394892780110e+06;-6.799324996027219296e+07;-2.060448029818204939e+08
1.219354614885461517e+07;-6.168223855722569674e+07;-2.035727207272307575e+08
1.754131776046703383e+07;-5.544131288580648601e+07;-2.014670202711699605e+08
2.264636565422272682e+07;-4.922427603600221872e+07;-1.995566099981709719e+08
2.755806299764046818e+07;-4.312201122171957046e+07;-1.982157643056296706e+08
3.226931909500218183e+07;-3.707301596471456438e+07;-1.972474866328544915e+08
3.671826458298759162e+07;-3.100934050047281012e+07;-1.962734414652437568e+08
4.039942810093324631e+07;-2.465889841154937446e+07;-1.929644980225588083e+08
4.384253014409696311e+07;-1.855237812773111090e+07;-1.903291879207144678e+08
4.707272255711132288e+07;-1.265099783761124685e+07;-1.883307484138186276e+08
5.011137960703641176e+07;-6.919961085113983601e+06;-1.869423983529635370e+08
5.297674819600021094e+07;-1.327600303994046291e+06;-1.861466578198925853e+08
5.568435832539348304e+07;4.155380123396408744e+06;-1.859345234204629660e+08
5.824740125944630057e+07;9.556539828451093286e+06;-1.863052316839605272e+08
1.073253461028550565e+08;4.482635189321817458e+07;6.492000658036448993e+06
1.108315551123754829e+08;5.199726356835676730e+07;6.947575947681512684e+06
1.144069683852298558e+08;5.931334975637663156e+07;7.412298465300748125e+06
1.180833399123304039e+08;6.683890876610188186e+07;7.890266549387942068e+06
1.218960051754465550e+08;7.464520610782481730e+07;8.386028712871188298e+06
1.258854781860278398e+08;8.281325803782817721e+07;8.904770466037303209e+06
1.300994801031254232e+08;9.143720044250588119e+07;9.452544591909242794e+06
1.345959062319923341e+08;1.006284756555866599e+08;1.003657647661471367e+07
1.394476667945796549e+08;1.105208895150538087e+08;1.066568634346617013e+07
1.447514413699987233e+08;1.212751956168391854e+08;1.135085848723814823e+07
1.506495715633624792e+08;1.330763217853742838e+08;1.210605682365872897e+07
1.574176366954066157e+08;1.460738056844730079e+08;1.294942057253663987e+07
1.661381227015339732e+08;1.597499029735350609e+08;1.390504635840027593e+07
1.631880438025462031e+08;1.724390173156962097e+08;1.432059806137141213e+07
1.531252475557606220e+08;1.693478409735915065e+08;1.375934668595534936e+07
1.430187518526541293e+08;1.664890146088265479e+08;1.320614438014866412e+07
1.331555287515782714e+08;1.635931739308188856e+08;1.266174235144522414e+07
1.235682998719599694e+08;1.606232672371470928e+08;1.212595601137840375e+07
1.142404762355169207e+08;1.575766332936859727e+08;1.159796404968133010e+07
1.051406092606032342e+08;1.544552315376572013e+08;1.107650813857864402e+07
9.454449257509343326e+07;1.486073088331894577e+08;1.037487362883754075e+07
8.435382264859774709e+07;1.427064788374049664e+08;9.688281098121836782e+06
7.466297565408442914e+07;1.369855822085845172e+08;9.030692338799567893e+06
6.532887950703728944e+07;1.312807641549277753e+08;8.389011387727390975e+06
5.634035620720465481e+07;1.256474659410144687e+08;7.765126758132219315e+06
4.767625266835758090e+07;1.201397227388996482e+08;7.160441735892183147e+06
3.927484434388626367e+07;1.147269730244256556e+08;6.571018455562691204e+06
3.107927215590729192e+07;1.093792395862852037e+08;5.993151892489006743e+06
2.303648896772424504e+07;1.040667941386125833e+08;5.423310189457176253e+06
1.509630678536824323e+07;9.875990812542581558e+07;4.858083443982733414e+06
7.210433067720843479e+06;9.342835055032828450e+07;4.294121183794409968e+06
-6.684252502662850311e+05;8.804097544073833525e+07;3.728076594513017219e+06
-8.587466927513806149e+06;8.256511336404106021e+07;3.156541830781144090e+06
-1.658010483619887382e+07;7.689829720473356545e+07;2.573719159111819696e+06
-2.467739887044871226e+07;7.102612855207225680e+07;1.977668914504832588e+06
-3.293708089487640187e+07;6.497063579663254321e+07;1.366867744958660798e+06
-4.024097589928197116e+07;5.702522229979248345e+07;7.162072103966744617e+05
-4.719683544299975783e+07;4.903994011752338707e+07;7.869539801408661879e+04
-5.383514492747413367e+07;4.108848073997719586e+07;-5.438241544792621862e+05
-6.010899514782693237e+07;3.315652436768161878e+07;-1.149960921695218422e+06
-6.618098114203259349e+07;2.534047600081040710e+07;-1.742538983056659810e+06
-7.213180663353809714e+07;1.761730857698718458e+07;-2.325984295664000791e+06
-7.771400717416535318e+07;9.900541366731172428e+06;-2.893428158911597915e+06
-8.321580602463454008e+07;2.234637350552434102e+06;-3.455271237045594957e+06
-8.800048437707118690e+07;-5.389185708298720419e+06;-3.984720931962743402e+06
-9.163682047148659825e+07;-1.279741965517677367e+07;-4.455974678515861742e+06
-9.518410746300938725e+07;-2.003016856720440835e+07;-4.915941206093135290e+06
-9.867289762252663076e+07;-2.714919535649281740e+07;-5.368559388706689700e+06
